Read,DNF,Author,Series Title,#In Series,Title,Page Count,Edition,Digitally Signed,Signed,Sprayed Edges,Hidden Cover,Reversable Dust Jacket,Started Reading,Finished Reading,Rating,Publisher,Gifted
TRUE,FALSE,Sophie Lark,Brutal Birthright,1,Brutal Prince,311,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,02/11/2023,03/11/2023,4/5,Bloom,
TRUE,FALSE,Sophie Lark,Brutal Birthright,2,Stolen Heir,340,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,24/11/2023,24/11/2023,4/5,Bloom,Milton
TRUE,FALSE,Stephanie Garber,Once Upon a Broken Heart,1,Once Upon a Broken Heart,403,Hardback Waterstones Exclusive,FALSE,TRUE,FALSE,TRUE,FALSE,24/04/2023,25/04/2023,4/5,Hodder & Stoughton,
TRUE,FALSE,Stephanie Garber,Once Upon a Broken Heart,2,The Ballad of Never After,400,Hardback 1st edition,FALSE,FALSE,FALSE,TRUE,FALSE,12/07/2024,17/07/2024,5/5,Hodder & Stoughton,
FALSE,FALSE,Stephanie Garber,Once Upon a Broken Heart,3,A Curse for True Love,485,Hardback Watersstones Exclusive,FALSE,FALSE,FALSE,TRUE,FALSE,,,,Hodder & Stoughton,
TRUE,FALSE,Stephanie Garber,Once Upon a Broken Heart,1,Once Upon a Broken Heart,403,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,24/04/2023,25/04/2023,4/5,Hodder & Stoughton,
TRUE,FALSE,Stephanie Garber,Once Upon a Broken Heart,2,The Ballad of Never After,372,Paperback Waterstones Exclusive,FALSE,FALSE,FALSE,FALSE,FALSE,12/07/2024,17/07/2024,5/5,Hodder & Stoughton,
FALSE,FALSE,Stephanie Garber,Once Upon a Broken Heart,3,A Curse for True Love,381,Paperback Waterstones Exclusive,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Hodder & Stoughton,
TRUE,FALSE,Stephanie Garber,Caraval,1,Caraval,401,US Hardback,FALSE,FALSE,FALSE,FALSE,FALSE,19/06/2023,11/07/2023,4/5,Flatiron Books,
TRUE,FALSE,Stephanie Garber,Caraval,2,Legendary,443,US Hardback,FALSE,FALSE,FALSE,FALSE,FALSE,12/09/2023,15/09/2023,5/5,Flatiron Books,
TRUE,FALSE,Stephanie Garber,Caraval,3,Finale,470,US Hardback,FALSE,FALSE,FALSE,FALSE,FALSE,02/04/2024,15/04/2024,4/5,Flatiron Books,
TRUE,FALSE,Susanne Valenti/Caroline Peckham,Zodiac Academy ,1,The Awakening,429,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,18/11/2023,18/11/2023,4/5,Indie,Milton
TRUE,FALSE,Suzanne Collins,The Hunger Games,1,The Hunger Games,436,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,2022,2022,5/5,Scholastic ,
TRUE,FALSE,Suzanne Collins,The Hunger Games,2,Catching Fire,439,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,2022,2022,5/5,Scholastic ,
TRUE,FALSE,Suzanne Collins,The Hunger Games,3,Mockingjay,455,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,2022,2022,5/5,Scholastic ,
TRUE,FALSE,Suzanne Collins,The Hunger Games,1,The Hunger Games ,,Illustrated Edition,FALSE,FALSE,FALSE,FALSE,FALSE,2022,2022,5/5,,
FALSE,FALSE,Suzanne Collins,The Hunger Games,0,The Ballad of Songbirds and Snakes,517,Hardback,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Scholastic ,
TRUE,FALSE,Suzanne Collins,The Hunger Games,1,The Hunger Games,357,Hardback Illustrated Edition ,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Scholastic Press,
FALSE,FALSE,Sydney J. Shields,,0,The Honey Witch,360,Fairyloot,TRUE,FALSE,TRUE,TRUE,TRUE,,,,Orbit,
TRUE,FALSE,Tahereh Mafi,Shatter Me,1,Shatter Me,329,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,22/05/2023,24/05/2023,4/5,DEAN,
TRUE,FALSE,Tahereh Mafi,Shatter Me,1.5 & 2.5,Unite Me,195,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,29/05/2023,05/06/2023,3/5,DEAN,
TRUE,FALSE,Tahereh Mafi,Shatter Me,2,Unravel Me,461,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,01/06/2023,05/06/2023,4/5,DEAN,
TRUE,FALSE,Tahereh Mafi,Shatter Me,3,Ignite Me,408,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,05/06/2023,06/06/2023,5/5,DEAN,
TRUE,FALSE,Tahereh Mafi,Shatter Me,4,Restore Me,435,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,08/06/2023,09/06/2023,5/5,DEAN,
TRUE,FALSE,Tahereh Mafi,Shatter Me,4.5 & 5.5,Find Me,160,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,09/06/2023,03/09/2023,3.5/5,DEAN,
TRUE,FALSE,Tahereh Mafi,Shatter Me,5,Defy Me,363,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,12/06/2023,14/06/2023,4/5,DEAN,
TRUE,FALSE,Tahereh Mafi,Shatter Me,6,Imagine Me,450,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,05/09/2023,06/09/2023,2/5,DEAN,
TRUE,FALSE,Tahereh Mafi,Shatter Me,6.5,Believe Me,177,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,07/09/2023,08/09/2023,2/5,DEAN,
TRUE,FALSE,Tahereh Mafi,Shatter Me,1,Shatter Me,329,Harback Special Edition,FALSE,FALSE,TRUE,TRUE,FALSE,22/05/2023,24/05/2023,4/5,Electric Monkey,
TRUE,FALSE,Tessa Bailey,Bellinger Sisters,1,It Happened One Summer,385,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,16/05/2023,18/05/2023,4/5,Avon Books,
TRUE,FALSE,Tessa Bailey,Bellinger Sisters,2,"Hook, Line, and Sinker",385,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,16/02/2024,48/02/2024,4/5,Avon Books,
FALSE,FALSE,Tessa Bailey,Big Shots,1,Fangirl Down,369,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Avon Books,
TRUE,FALSE,T.L Swan,Miles High Club,1,The Stop over,481,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,02/02/2023,03/02/2023,4/5,Indie,
TRUE,FALSE,T.L Swan,Miles High Club,2,The Takeover,450,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,01/04/2023,02/04/2023,4/5,Indie,
TRUE,FALSE,T.L Swan,Miles High Club,3,The Casanova,500,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,16/04/2023,19/04/2023,4/5,Indie,
TRUE,TRUE,T.L Swan,Miles High Club,4,The Do-over,527,Paperback,FALSE,FALSE,FALSE,FALSE,FALSE,20/04/2023,,1/5,Indie,
